latitude,longitude,name
57.002,-1.84,KINCARDINE
57.491,-1.352,HYWIND SCOTLAND / BUCHAN DEEP DEMO
57.497,-1.372,HYWIND SCOTLAND / BUCHAN DEEP DEMO
57.485,-1.372,HYWIND SCOTLAND / BUCHAN DEEP DEMO
57.478,-1.353,HYWIND SCOTLAND / BUCHAN DEEP DEMO
57.484,-1.332,HYWIND SCOTLAND / BUCHAN DEEP DEMO
57.018,-1.855,KINCARDINE
56.989,-1.866,KINCARDINE
56.997,-1.874,KINCARDINE
57.005,-1.881,KINCARDINE
57.027,-1.862,KINCARDINE
57.011,-1.848,KINCARDINE
53.149,1.156,SHERINGHAM SHOAL
53.125,1.18,SHERINGHAM SHOAL
53.156,1.1,SHERINGHAM SHOAL
53.151,1.12,SHERINGHAM SHOAL
53.154,1.11,SHERINGHAM SHOAL
53.151,1.171,SHERINGHAM SHOAL
53.12,1.175,SHERINGHAM SHOAL
53.127,1.144,SHERINGHAM SHOAL
53.137,1.104,SHERINGHAM SHOAL
53.149,1.181,SHERINGHAM SHOAL
53.12,1.124,SHERINGHAM SHOAL
53.127,1.195,SHERINGHAM SHOAL
53.166,1.085,SHERINGHAM SHOAL
53.127,1.119,SHERINGHAM SHOAL
53.144,1.15,SHERINGHAM SHOAL
53.125,1.155,SHERINGHAM SHOAL
53.144,1.176,SHERINGHAM SHOAL
53.127,1.17,SHERINGHAM SHOAL
53.147,1.166,SHERINGHAM SHOAL
53.122,1.19,SHERINGHAM SHOAL
53.122,1.139,SHERINGHAM SHOAL
53.12,1.149,SHERINGHAM SHOAL
53.132,1.124,SHERINGHAM SHOAL
53.101,1.204,SHERINGHAM SHOAL
53.122,1.114,SHERINGHAM SHOAL
53.154,1.161,SHERINGHAM SHOAL
53.122,1.165,SHERINGHAM SHOAL
53.154,1.136,SHERINGHAM SHOAL
53.151,1.146,SHERINGHAM SHOAL
53.208,0.446,INNER DOWSING
53.846,1.515,HORNSEA 2
53.169,0.46,INNER DOWSING
53.865,1.457,HORNSEA 2
56.44,-2.241,INCH CAPE
53.194,0.446,INNER DOWSING
53.198,0.433,INNER DOWSING
53.198,0.446,INNER DOWSING
53.169,0.446,INNER DOWSING
53.203,0.446,INNER DOWSING
53.869,1.535,HORNSEA 2
53.213,0.446,INNER DOWSING
53.184,0.446,INNER DOWSING
53.179,0.46,INNER DOWSING
53.855,1.468,HORNSEA 2
53.203,0.433,INNER DOWSING
53.179,0.446,INNER DOWSING
53.189,0.446,INNER DOWSING
53.847,1.536,HORNSEA 2
53.889,1.467,HORNSEA 2
53.198,0.46,INNER DOWSING
53.174,0.46,INNER DOWSING
53.876,1.459,HORNSEA 2
53.189,0.46,INNER DOWSING
53.194,0.46,INNER DOWSING
53.852,1.455,HORNSEA 2
53.208,0.433,INNER DOWSING
53.184,0.46,INNER DOWSING
53.174,0.433,INNER DOWSING
53.189,0.433,INNER DOWSING
53.179,0.433,INNER DOWSING
53.184,0.433,INNER DOWSING
53.193,0.433,INNER DOWSING
53.213,0.433,INNER DOWSING
53.174,0.446,INNER DOWSING
53.213,0.46,LINCS
53.218,0.469,LINCS
53.225,0.509,LINCS
53.208,0.431,INNER DOWSING
53.243,0.473,LINCS
53.219,0.512,LINCS
53.219,0.483,LINCS
53.236,0.505,LINCS
53.169,0.433,INNER DOWSING
53.233,0.492,LINCS
53.227,0.494,LINCS
53.195,0.49,LINCS
53.19,0.504,LINCS
53.192,0.477,LINCS
53.165,0.503,LINCS
53.231,0.507,LINCS
53.221,0.497,LINCS
53.183,0.476,LINCS
53.177,0.476,LINCS
53.215,0.499,LINCS
53.201,0.491,LINCS
53.239,0.489,LINCS
53.196,0.504,LINCS
53.209,0.502,LINCS
53.203,0.504,LINCS
53.17,0.476,LINCS
53.199,0.477,LINCS
53.245,0.487,LINCS
53.23,0.464,LINCS
53.186,0.517,LINCS
53.235,0.462,LINCS
53.213,0.486,LINCS
53.225,0.481,LINCS
53.247,0.5,LINCS
53.224,0.467,LINCS
53.241,0.459,LINCS
53.213,0.514,LINCS
53.237,0.476,LINCS
53.129,0.49,LINCS
53.157,0.517,LINCS
53.191,0.517,LINCS
53.174,0.517,LINCS
53.133,0.479,LINCS
53.135,0.491,LINCS
53.208,0.46,LINCS
53.169,0.517,LINCS
53.196,0.516,LINCS
53.177,0.504,LINCS
53.231,0.478,LINCS
53.205,0.475,LINCS
53.163,0.517,LINCS
53.207,0.488,LINCS
53.202,0.517,LINCS
53.208,0.517,LINCS
53.203,0.46,LINCS
53.242,0.502,LINCS
53.157,0.489,LINCS
53.152,0.503,LINCS
53.139,0.503,LINCS
53.158,0.503,LINCS
53.164,0.475,LINCS
53.151,0.489,LINCS
53.184,0.504,LINCS
53.18,0.517,LINCS
53.151,0.517,LINCS
53.139,0.43,LYNN
53.135,0.469,LYNN
53.176,0.49,LINCS
53.158,0.475,LINCS
53.129,0.479,LINCS
53.152,0.475,LINCS
53.139,0.449,LYNN
53.146,0.503,LINCS
53.137,0.459,LYNN
53.17,0.49,LINCS
53.137,0.44,LYNN
53.14,0.469,LYNN
53.142,0.459,LYNN
53.142,0.478,LYNN
53.147,0.478,LYNN
53.164,0.489,LINCS
53.182,0.49,LINCS
53.141,0.44,LYNN
53.14,0.491,LINCS
53.145,0.491,LINCS
53.171,0.504,LINCS
53.138,0.479,LINCS
53.132,0.44,LYNN
53.424,-3.438,NORTH HOYLE
53.128,0.44,LYNN
53.134,0.43,LYNN
53.425,-3.426,NORTH HOYLE
53.126,0.47,LYNN
53.424,-3.463,NORTH HOYLE
53.144,0.449,LYNN
53.131,0.469,LYNN
53.422,-3.425,NORTH HOYLE
53.423,-3.45,NORTH HOYLE
53.13,0.431,LYNN
53.146,0.459,LYNN
53.146,0.439,LYNN
53.135,0.45,LYNN
53.126,0.45,LYNN
53.143,0.43,LYNN
53.133,0.46,LYNN
53.418,-3.436,NORTH HOYLE
53.427,-3.439,NORTH HOYLE
53.144,0.469,LYNN
53.426,-3.451,NORTH HOYLE
53.417,-3.472,NORTH HOYLE
53.409,-3.458,NORTH HOYLE
53.128,0.46,LYNN
53.126,0.431,LYNN
53.421,-3.437,NORTH HOYLE
53.421,-3.462,NORTH HOYLE
53.417,-3.448,NORTH HOYLE
53.13,0.45,LYNN
53.415,-3.435,NORTH HOYLE
53.376,-3.63,RHYL FLATS
53.419,-3.424,NORTH HOYLE
53.42,-3.474,NORTH HOYLE
53.422,-3.476,NORTH HOYLE
53.377,-3.678,RHYL FLATS
53.414,-3.471,NORTH HOYLE
53.417,-3.41,NORTH HOYLE
53.41,-3.446,NORTH HOYLE
53.375,-3.622,RHYL FLATS
53.376,-3.671,RHYL FLATS
53.378,-3.637,RHYL FLATS
53.416,-3.423,NORTH HOYLE
53.412,-3.434,NORTH HOYLE
53.412,-3.459,NORTH HOYLE
53.415,-3.46,NORTH HOYLE
53.408,-3.469,NORTH HOYLE
53.429,-3.427,NORTH HOYLE
53.42,-3.449,NORTH HOYLE
53.388,-3.639,RHYL FLATS
53.413,-3.447,NORTH HOYLE
53.39,-3.646,RHYL FLATS
53.411,-3.47,NORTH HOYLE
53.387,-3.679,RHYL FLATS
53.386,-3.672,RHYL FLATS
53.418,-3.461,NORTH HOYLE
53.413,-3.422,NORTH HOYLE
53.314,0.748,RACE BANK
53.385,-3.624,RHYL FLATS
53.373,-3.658,RHYL FLATS
53.423,-3.475,NORTH HOYLE
53.38,-3.691,RHYL FLATS
52.659,1.794,SCROBY SANDS
53.391,-3.653,RHYL FLATS
53.369,-3.639,RHYL FLATS
52.649,1.797,SCROBY SANDS
52.653,1.781,SCROBY SANDS
53.387,-3.631,RHYL FLATS
53.368,-3.644,RHYL FLATS
53.38,-3.644,RHYL FLATS
52.656,1.786,SCROBY SANDS
52.656,1.78,SCROBY SANDS
52.659,1.786,SCROBY SANDS
53.382,-3.61,RHYL FLATS
53.372,-3.652,RHYL FLATS
53.37,-3.645,RHYL FLATS
53.384,-3.665,RHYL FLATS
52.649,1.782,SCROBY SANDS
52.652,1.796,SCROBY SANDS
53.373,-3.615,RHYL FLATS
53.374,-3.665,RHYL FLATS
52.646,1.787,SCROBY SANDS
53.379,-3.684,RHYL FLATS
53.381,-3.651,RHYL FLATS
52.646,1.781,SCROBY SANDS
52.646,1.795,SCROBY SANDS
52.643,1.78,SCROBY SANDS
53.389,-3.686,RHYL FLATS
52.653,1.79,SCROBY SANDS
52.656,1.799,SCROBY SANDS
52.656,1.793,SCROBY SANDS
54.757,-3.668,ROBIN RIGG
52.629,1.777,SCROBY SANDS
53.142,1.186,SHERINGHAM SHOAL
52.659,1.8,SCROBY SANDS
52.633,1.785,SCROBY SANDS
53.137,1.155,SHERINGHAM SHOAL
53.115,1.169,SHERINGHAM SHOAL
52.636,1.793,SCROBY SANDS
53.105,1.21,SHERINGHAM SHOAL
52.639,1.779,SCROBY SANDS
53.139,1.171,SHERINGHAM SHOAL
53.142,1.161,SHERINGHAM SHOAL
53.137,1.181,SHERINGHAM SHOAL
52.632,1.793,SCROBY SANDS
52.639,1.794,SCROBY SANDS
52.636,1.779,SCROBY SANDS
52.633,1.778,SCROBY SANDS
53.117,1.159,SHERINGHAM SHOAL
53.117,1.185,SHERINGHAM SHOAL
52.629,1.784,SCROBY SANDS
52.636,1.786,SCROBY SANDS
53.115,1.195,SHERINGHAM SHOAL
52.639,1.787,SCROBY SANDS
52.642,1.795,SCROBY SANDS
53.125,1.129,SHERINGHAM SHOAL
52.659,1.779,SCROBY SANDS
53.117,1.134,SHERINGHAM SHOAL
53.115,1.144,SHERINGHAM SHOAL
53.12,1.2,SHERINGHAM SHOAL
52.643,1.787,SCROBY SANDS
53.139,1.145,SHERINGHAM SHOAL
53.134,1.191,SHERINGHAM SHOAL
53.134,1.165,SHERINGHAM SHOAL
53.142,1.135,SHERINGHAM SHOAL
53.105,1.184,SHERINGHAM SHOAL
53.13,1.185,SHERINGHAM SHOAL
53.113,1.154,SHERINGHAM SHOAL
53.132,1.15,SHERINGHAM SHOAL
53.098,1.214,SHERINGHAM SHOAL
53.11,1.164,SHERINGHAM SHOAL
53.108,1.2,SHERINGHAM SHOAL
53.134,1.14,SHERINGHAM SHOAL
53.103,1.194,SHERINGHAM SHOAL
53.137,1.13,SHERINGHAM SHOAL
53.108,1.174,SHERINGHAM SHOAL
53.132,1.175,SHERINGHAM SHOAL
53.11,1.189,SHERINGHAM SHOAL
53.113,1.179,SHERINGHAM SHOAL
53.113,1.205,SHERINGHAM SHOAL
53.13,1.16,SHERINGHAM SHOAL
53.13,1.134,SHERINGHAM SHOAL
53.275,0.891,RACE BANK
53.235,0.906,RACE BANK
53.266,0.917,RACE BANK
53.255,0.925,RACE BANK
53.27,0.904,RACE BANK
53.259,0.832,RACE BANK
53.26,0.88,RACE BANK
53.266,0.89,RACE BANK
53.268,0.832,RACE BANK
53.264,0.818,RACE BANK
53.273,0.867,RACE BANK
53.277,0.856,RACE BANK
53.262,0.9,RACE BANK
53.247,0.84,RACE BANK
53.259,0.911,RACE BANK
53.268,0.856,RACE BANK
53.269,0.879,RACE BANK
53.281,0.868,RACE BANK
53.272,0.844,RACE BANK
53.264,0.844,RACE BANK
53.253,0.881,RACE BANK
53.244,0.877,RACE BANK
53.265,0.869,RACE BANK
53.244,0.9,RACE BANK
53.252,0.826,RACE BANK
53.254,0.894,RACE BANK
53.254,0.844,RACE BANK
53.251,0.907,RACE BANK
53.247,0.866,RACE BANK
53.31,0.814,RACE BANK
53.25,0.854,RACE BANK
53.304,0.784,RACE BANK
53.278,0.88,RACE BANK
53.285,0.856,RACE BANK
53.281,0.845,RACE BANK
53.247,0.889,RACE BANK
53.238,0.866,RACE BANK
53.243,0.854,RACE BANK
56.27,-2.204,NEART NA GAOITHE
56.214,-2.188,NEART NA GAOITHE
56.271,-2.184,NEART NA GAOITHE
56.229,-2.224,NEART NA GAOITHE
56.246,-2.202,NEART NA GAOITHE
56.295,-2.208,NEART NA GAOITHE
56.325,-2.239,NEART NA GAOITHE
56.317,-2.231,NEART NA GAOITHE
56.214,-2.207,NEART NA GAOITHE
56.253,-2.21,NEART NA GAOITHE
56.302,-2.216,NEART NA GAOITHE
56.31,-2.223,NEART NA GAOITHE
56.315,-2.25,NEART NA GAOITHE
56.267,-2.245,NEART NA GAOITHE
56.313,-2.276,NEART NA GAOITHE
56.289,-2.269,NEART NA GAOITHE
56.332,-2.247,NEART NA GAOITHE
56.235,-2.25,NEART NA GAOITHE
56.214,-2.249,NEART NA GAOITHE
56.236,-2.232,NEART NA GAOITHE
56.214,-2.271,NEART NA GAOITHE
56.302,-2.302,NEART NA GAOITHE
56.286,-2.305,NEART NA GAOITHE
56.29,-2.25,NEART NA GAOITHE
56.258,-2.325,NEART NA GAOITHE
56.31,-2.311,NEART NA GAOITHE
56.297,-2.258,NEART NA GAOITHE
56.273,-2.272,NEART NA GAOITHE
56.294,-2.332,NEART NA GAOITHE
56.225,-2.16,NEART NA GAOITHE
56.281,-2.261,NEART NA GAOITHE
56.275,-2.334,NEART NA GAOITHE
56.255,-2.168,NEART NA GAOITHE
56.266,-2.264,NEART NA GAOITHE
56.285,-2.325,NEART NA GAOITHE
56.263,-2.176,NEART NA GAOITHE
56.24,-2.174,NEART NA GAOITHE
56.235,-2.273,NEART NA GAOITHE
56.221,-2.279,NEART NA GAOITHE
56.244,-2.308,NEART NA GAOITHE
56.253,-2.31,NEART NA GAOITHE
56.264,-2.283,NEART NA GAOITHE
56.228,-2.264,NEART NA GAOITHE
56.228,-2.288,NEART NA GAOITHE
56.25,-2.289,NEART NA GAOITHE
56.279,-2.298,NEART NA GAOITHE
56.236,-2.297,NEART NA GAOITHE
53.235,0.854,RACE BANK
53.235,0.878,RACE BANK
53.259,0.853,RACE BANK
53.262,0.931,RACE BANK
53.232,0.889,RACE BANK
53.239,0.842,RACE BANK
53.227,0.879,RACE BANK
53.257,0.816,RACE BANK
53.223,0.891,RACE BANK
53.244,0.826,RACE BANK
53.24,0.891,RACE BANK
53.248,0.816,RACE BANK
53.228,0.901,RACE BANK
53.241,0.913,RACE BANK
53.249,0.92,RACE BANK
53.231,0.868,RACE BANK
51.437,1.596,THANET
51.44,1.658,THANET
51.443,1.653,THANET
51.453,1.639,THANET
51.437,1.61,THANET
51.457,1.62,THANET
51.441,1.592,THANET
51.442,1.629,THANET
51.438,1.648,THANET
51.432,1.643,THANET
51.435,1.639,THANET
51.455,1.597,THANET
51.454,1.625,THANET
51.434,1.601,THANET
51.435,1.587,THANET
51.439,1.62,THANET
51.452,1.601,THANET
51.438,1.634,THANET
51.442,1.615,THANET
51.429,1.596,THANET
51.451,1.615,THANET
51.45,1.63,THANET
51.433,1.629,THANET
51.446,1.647,THANET
51.444,1.587,THANET
51.45,1.644,THANET
51.44,1.606,THANET
51.443,1.601,THANET
51.454,1.611,THANET
51.441,1.643,THANET
51.445,1.625,THANET
51.444,1.639,THANET
54.022,-3.489,WALNEY 1
51.448,1.62,THANET
54.029,-3.484,WALNEY 1
51.446,1.611,THANET
51.449,1.592,THANET
54.021,-3.525,WALNEY 1
54.032,-3.529,WALNEY 1
51.458,1.606,THANET
54.019,-3.503,WALNEY 1
54.035,-3.515,WALNEY 1
54.036,-3.478,WALNEY 1
54.031,-3.506,WALNEY 1
54.025,-3.534,WALNEY 1
54.034,-3.551,WALNEY 1
51.441,1.577,THANET
54.028,-3.52,WALNEY 1
51.456,1.634,THANET
54.03,-3.542,WALNEY 1
54.039,-3.464,WALNEY 1
54.027,-3.461,WALNEY 1
54.026,-3.497,WALNEY 1
54.033,-3.492,WALNEY 1
54.041,-3.487,WALNEY 1
51.447,1.634,THANET
54.042,-3.509,WALNEY 1
54.023,-3.511,WALNEY 1
51.449,1.606,THANET
54.032,-3.47,WALNEY 1
54.034,-3.456,WALNEY 1
51.446,1.596,THANET
51.447,1.582,THANET
54.041,-3.546,WALNEY 1
54.053,-3.549,WALNEY 1
54.056,-3.535,WALNEY 1
54.047,-3.518,WALNEY 1
54.044,-3.532,WALNEY 1
54.038,-3.501,WALNEY 1
54.052,-3.49,WALNEY 1
54.051,-3.527,WALNEY 1
54.046,-3.554,WALNEY 1
54.048,-3.54,WALNEY 1
54.07,-3.525,WALNEY 1
54.069,-3.588,WALNEY 2
54.037,-3.537,WALNEY 1
54.079,-3.542,WALNEY 2
54.056,-3.614,WALNEY 2
54.068,-3.562,WALNEY 2
54.055,-3.573,WALNEY 2
54.066,-3.516,WALNEY 1
54.057,-3.558,WALNEY 2
54.072,-3.547,WALNEY 2
54.04,-3.523,WALNEY 1
54.063,-3.53,WALNEY 1
54.058,-3.521,WALNEY 1
54.067,-3.538,WALNEY 1
54.068,-3.636,WALNEY 2
54.049,-3.504,WALNEY 1
54.06,-3.544,WALNEY 1
54.045,-3.496,WALNEY 1
54.05,-3.563,WALNEY 2
54.057,-3.499,WALNEY 1
54.054,-3.513,WALNEY 1
54.066,-3.622,WALNEY 2
54.063,-3.595,WALNEY 2
54.12,-3.622,WALNEY 2
54.084,-3.551,WALNEY 2
54.058,-3.626,WALNEY 2
54.046,-3.579,WALNEY 2
54.093,-3.568,WALNEY 2
54.084,-3.602,WALNEY 2
54.076,-3.582,WALNEY 2
54.096,-3.635,WALNEY 2
54.096,-3.653,WALNEY 2
54.08,-3.592,WALNEY 2
54.081,-3.565,WALNEY 2
54.085,-3.575,WALNEY 2
54.105,-3.618,WALNEY 2
54.101,-3.626,WALNEY 2
54.076,-3.556,WALNEY 2
54.092,-3.644,WALNEY 2
54.1,-3.645,WALNEY 2
54.072,-3.572,WALNEY 2
54.09,-3.585,WALNEY 2
54.05,-3.591,WALNEY 2
54.077,-3.614,WALNEY 2
54.065,-3.609,WALNEY 2
54.06,-3.583,WALNEY 2
54.019,-3.545,WALNEY EXTENSION 4
54.012,-3.591,WALNEY EXTENSION 4
54.016,-3.604,WALNEY EXTENSION 4
54.116,-3.613,WALNEY 2
54.027,-3.608,WALNEY EXTENSION 4
54.037,-3.61,WALNEY EXTENSION 4
54.042,-3.598,WALNEY EXTENSION 4
54.046,-3.612,WALNEY EXTENSION 4
54.02,-3.617,WALNEY EXTENSION 4
54.056,-3.653,WALNEY EXTENSION 4
54.074,-3.712,WALNEY EXTENSION 4
54.062,-3.568,WALNEY 2
54.032,-3.593,WALNEY EXTENSION 4
54.117,-3.642,WALNEY 2
54.11,-3.648,WALNEY 2
54.028,-3.575,WALNEY EXTENSION 4
54.042,-3.569,WALNEY 2
54.083,-3.713,WALNEY EXTENSION 4
54.018,-3.575,WALNEY EXTENSION 4
54.073,-3.601,WALNEY 2
54.11,-3.628,WALNEY 2
54.016,-3.56,WALNEY EXTENSION 4
54.022,-3.59,WALNEY EXTENSION 4
54.066,-3.578,WALNEY 2
54.071,-3.727,WALNEY EXTENSION 4
54.087,-3.728,WALNEY EXTENSION 4
54.037,-3.582,WALNEY EXTENSION 4
54.026,-3.558,WALNEY EXTENSION 4
54.079,-3.738,WALNEY EXTENSION 4
54.032,-3.656,WALNEY EXTENSION 4
54.046,-3.661,WALNEY EXTENSION 4
54.028,-3.643,WALNEY EXTENSION 4
54.039,-3.634,WALNEY EXTENSION 4
54.076,-3.755,WALNEY EXTENSION 4
54.033,-3.625,WALNEY EXTENSION 4
54.117,-3.763,WALNEY EXTENSION 4
53.957,-3.405,WEST OF DUDDON SANDS
53.967,-3.39,WEST OF DUDDON SANDS
53.977,-3.4,WEST OF DUDDON SANDS
53.98,-3.417,WEST OF DUDDON SANDS
54.08,-3.771,WALNEY EXTENSION 4
53.956,-3.443,WEST OF DUDDON SANDS
53.982,-3.406,WEST OF DUDDON SANDS
53.97,-3.406,WEST OF DUDDON SANDS
54.096,-3.757,WALNEY EXTENSION 4
54.101,-3.772,WALNEY EXTENSION 4
54.102,-3.744,WALNEY EXTENSION 4
54.093,-3.712,WALNEY EXTENSION 4
53.97,-3.461,WEST OF DUDDON SANDS
54.049,-3.627,WALNEY EXTENSION 4
54.098,-3.728,WALNEY EXTENSION 4
54.05,-3.643,WALNEY EXTENSION 4
54.126,-3.76,WALNEY EXTENSION 4
54.108,-3.729,WALNEY EXTENSION 4
54.069,-3.741,WALNEY EXTENSION 4
53.984,-3.395,WEST OF DUDDON SANDS
54.04,-3.649,WALNEY EXTENSION 4
54.089,-3.769,WALNEY EXTENSION 4
54.107,-3.76,WALNEY EXTENSION 4
53.963,-3.411,WEST OF DUDDON SANDS
53.973,-3.422,WEST OF DUDDON SANDS
53.975,-3.411,WEST OF DUDDON SANDS
53.947,-3.42,WEST OF DUDDON SANDS
53.961,-3.422,WEST OF DUDDON SANDS
53.968,-3.444,WEST OF DUDDON SANDS
53.958,-3.432,WEST OF DUDDON SANDS
53.989,-3.401,WEST OF DUDDON SANDS
53.985,-3.535,WEST OF DUDDON SANDS
53.989,-3.513,WEST OF DUDDON SANDS
54.002,-3.484,WEST OF DUDDON SANDS
54.005,-3.473,WEST OF DUDDON SANDS
53.961,-3.449,WEST OF DUDDON SANDS
54,-3.413,WEST OF DUDDON SANDS
53.997,-3.478,WEST OF DUDDON SANDS
53.979,-3.39,WEST OF DUDDON SANDS
53.987,-3.497,WEST OF DUDDON SANDS
53.985,-3.508,WEST OF DUDDON SANDS
54,-3.467,WEST OF DUDDON SANDS
53.968,-3.417,WEST OF DUDDON SANDS
53.985,-3.422,WEST OF DUDDON SANDS
53.952,-3.412,WEST OF DUDDON SANDS
53.965,-3.427,WEST OF DUDDON SANDS
53.953,-3.426,WEST OF DUDDON SANDS
53.951,-3.437,WEST OF DUDDON SANDS
53.966,-3.455,WEST OF DUDDON SANDS
53.972,-3.395,WEST OF DUDDON SANDS
54.007,-3.462,WEST OF DUDDON SANDS
53.963,-3.438,WEST OF DUDDON SANDS
53.962,-3.397,WEST OF DUDDON SANDS
53.989,-3.541,WEST OF DUDDON SANDS
53.149,1.13,SHERINGHAM SHOAL
51.415,1.68,THANET
51.426,1.652,THANET
53.159,1.09,SHERINGHAM SHOAL
53.163,1.121,SHERINGHAM SHOAL
53.161,1.105,SHERINGHAM SHOAL
53.161,1.131,SHERINGHAM SHOAL
53.151,1.095,SHERINGHAM SHOAL
53.144,1.099,SHERINGHAM SHOAL
51.43,1.671,THANET
51.429,1.648,THANET
53.139,1.12,SHERINGHAM SHOAL
53.142,1.11,SHERINGHAM SHOAL
51.431,1.657,THANET
53.173,1.08,SHERINGHAM SHOAL
53.146,1.115,SHERINGHAM SHOAL
53.156,1.126,SHERINGHAM SHOAL
53.134,1.114,SHERINGHAM SHOAL
51.437,1.662,THANET
53.147,1.14,SHERINGHAM SHOAL
53.144,1.125,SHERINGHAM SHOAL
53.149,1.105,SHERINGHAM SHOAL
53.166,1.111,SHERINGHAM SHOAL
53.171,1.091,SHERINGHAM SHOAL
53.129,1.109,SHERINGHAM SHOAL
51.419,1.662,THANET
53.156,1.151,SHERINGHAM SHOAL
51.428,1.662,THANET
53.159,1.115,SHERINGHAM SHOAL
53.168,1.101,SHERINGHAM SHOAL
53.159,1.141,SHERINGHAM SHOAL
53.163,1.095,SHERINGHAM SHOAL
51.411,1.647,THANET
51.424,1.629,THANET
51.409,1.638,THANET
51.415,1.628,THANET
51.434,1.653,THANET
51.423,1.643,THANET
51.413,1.671,THANET
51.416,1.666,THANET
51.404,1.671,THANET
51.422,1.657,THANET
51.409,1.624,THANET
51.414,1.643,THANET
51.406,1.68,THANET
51.416,1.614,THANET
51.422,1.605,THANET
51.408,1.652,THANET
51.417,1.652,THANET
51.418,1.676,THANET
51.413,1.619,THANET
51.41,1.675,THANET
51.41,1.661,THANET
51.425,1.667,THANET
51.405,1.656,THANET
51.424,1.681,THANET
51.421,1.619,THANET
51.434,1.667,THANET
51.422,1.671,THANET
51.412,1.633,THANET
51.427,1.676,THANET
51.407,1.666,THANET
51.42,1.648,THANET
51.413,1.657,THANET
51.438,1.582,THANET
51.405,1.642,THANET
51.419,1.61,THANET
51.425,1.615,THANET
51.436,1.624,THANET
51.417,1.638,THANET
51.418,1.624,THANET
51.406,1.628,THANET
51.425,1.6,THANET
51.428,1.61,THANET
51.427,1.624,THANET
51.432,1.591,THANET
51.43,1.62,THANET
51.433,1.615,THANET
51.431,1.605,THANET
51.421,1.633,THANET
51.429,1.634,THANET
51.426,1.638,THANET
51.577,1.505,LONDON ARRAY
51.651,1.522,LONDON ARRAY
51.675,1.544,LONDON ARRAY
51.661,1.548,LONDON ARRAY
51.633,1.534,LONDON ARRAY
51.644,1.512,LONDON ARRAY
51.687,1.522,LONDON ARRAY
51.446,1.117,KENTISH FLATS EXTENSION
51.461,1.054,KENTISH FLATS EXTENSION
51.681,1.489,LONDON ARRAY
51.631,1.493,LONDON ARRAY
51.65,1.546,LONDON ARRAY
51.676,1.52,LONDON ARRAY
51.451,1.056,KENTISH FLATS EXTENSION
51.447,1.072,KENTISH FLATS EXTENSION
51.662,1.524,LONDON ARRAY
51.443,1.089,KENTISH FLATS EXTENSION
51.664,1.541,LONDON ARRAY
51.466,1.048,KENTISH FLATS EXTENSION
51.647,1.529,LONDON ARRAY
51.672,1.527,LONDON ARRAY
51.641,1.519,LONDON ARRAY
51.655,1.515,LONDON ARRAY
51.644,1.536,LONDON ARRAY
51.46,1.044,KENTISH FLATS EXTENSION
51.684,1.505,LONDON ARRAY
51.654,1.538,LONDON ARRAY
51.447,1.128,KENTISH FLATS EXTENSION
51.669,1.534,LONDON ARRAY
51.666,1.517,LONDON ARRAY
51.457,1.059,KENTISH FLATS EXTENSION
51.69,1.514,LONDON ARRAY
51.685,1.481,LONDON ARRAY
51.625,1.548,LONDON ARRAY
51.67,1.486,LONDON ARRAY
51.667,1.494,LONDON ARRAY
51.652,1.498,LONDON ARRAY
51.673,1.503,LONDON ARRAY
51.597,1.533,LONDON ARRAY
51.612,1.529,LONDON ARRAY
51.658,1.531,LONDON ARRAY
51.63,1.517,LONDON ARRAY
51.648,1.505,LONDON ARRAY
51.695,1.508,LONDON ARRAY
51.68,1.512,LONDON ARRAY
51.683,1.529,LONDON ARRAY
51.663,1.501,LONDON ARRAY
51.629,1.541,LONDON ARRAY
51.579,1.545,LONDON ARRAY
51.64,1.543,LONDON ARRAY
51.679,1.536,LONDON ARRAY
51.583,1.538,LONDON ARRAY
51.637,1.527,LONDON ARRAY
51.691,1.492,LONDON ARRAY
51.641,1.496,LONDON ARRAY
51.688,1.498,LONDON ARRAY
51.659,1.508,LONDON ARRAY
51.674,1.479,LONDON ARRAY
51.677,1.496,LONDON ARRAY
51.66,1.484,LONDON ARRAY
51.656,1.491,LONDON ARRAY
51.636,1.55,LONDON ARRAY
51.608,1.536,LONDON ARRAY
51.588,1.484,LONDON ARRAY
51.616,1.498,LONDON ARRAY
51.604,1.455,LONDON ARRAY
51.578,1.481,LONDON ARRAY
51.595,1.493,LONDON ARRAY
51.604,1.543,LONDON ARRAY
51.62,1.491,LONDON ARRAY
51.623,1.507,LONDON ARRAY
51.619,1.515,LONDON ARRAY
51.594,1.429,LONDON ARRAY
51.626,1.524,LONDON ARRAY
51.593,1.453,LONDON ARRAY
51.591,1.5,LONDON ARRAY
51.602,1.503,LONDON ARRAY
51.6,1.462,LONDON ARRAY
51.586,1.443,LONDON ARRAY
51.651,1.434,LONDON ARRAY
51.627,1.5,LONDON ARRAY
51.649,1.482,LONDON ARRAY
51.603,1.479,LONDON ARRAY
51.622,1.531,LONDON ARRAY
51.65,1.458,LONDON ARRAY
51.59,1.436,LONDON ARRAY
51.592,1.477,LONDON ARRAY
51.589,1.46,LONDON ARRAY
51.614,1.458,LONDON ARRAY
51.605,1.519,LONDON ARRAY
51.615,1.522,LONDON ARRAY
51.587,1.507,LONDON ARRAY
51.614,1.546,LONDON ARRAY
51.617,1.474,LONDON ARRAY
51.618,1.538,LONDON ARRAY
